date,observers,plot.code,burn,severity,line.cover.cm,angle.degrees,shape,num.pieces,diameter1.width.cm,diameter2.height.cm,decay.class
5/17/2016,EK,39,FR,FH,15,0,R,1,14,NA,3
5/17/2016,EK,39,FR,FH,12,0,R,1,12,NA,3
5/17/2016,EK,39,FR,FH,20,20,R,1,20,NA,3
5/17/2016,EK,209,FR,FL,40,0,R,1,31,NA,4
5/17/2016,EK,209,FR,FL,25,0,R,1,17,NA,4
5/18/2016,EK,64,FR,FM,22,0,S,1,22,9,5
5/18/2016,EK,64,FR,FM,23,30,R,1,12,NA,3
5/18/2016,SN,106,FR,FH,12,0,R,1,12,NA,4
5/18/2016,SN,106,FR,FH,17,0,R,1,14,NA,4
5/18/2016,SN,106,FR,FH,20,0,S,1,15,2,5
5/18/2016,SN,106,FR,FH,32,0,S,1,32,4,5
5/18/2016,SN,106,FR,FH,29,0,S,1,28,8,5
5/18/2016,SN,106,FR,FH,35,0,S,1,22,10,3
5/18/2016,SN,106,FR,FH,20,0,R,1,20,NA,4
5/18/2016,SN,106,FR,FH,25,0,S,1,25,7,4
5/18/2016,SN,106,FR,FH,15,0,S,1,13,5,5
5/18/2016,SN,106,FR,FH,21,0,R,1,21,NA,3
5/18/2016,SN,106,FR,FH,90,0,A,2,44,13,4
5/18/2016,EK,45,FR,FL,NA,NA,NA,NA,NA,NA,NA
5/18/2016,EK,40,FR,FH,32,0,S,1,32,13,4
5/18/2016,EK,40,FR,FH,13,0,R,1,12,NA,3
5/18/2016,EK,40,FR,FH,14,0,R,1,13,NA,5
5/18/2016,EK,40,FR,FH,20,0,R,1,13,NA,3
5/18/2016,EK,40,FR,FH,30,0,S,1,20,5,5
5/18/2016,EK,40,FR,FH,12,0,R,1,10,NA,4
5/18/2016,EK,40,FR,FH,18,0,S,1,18,5,4
5/18/2016,EK,40,FR,FH,30,0,S,1,18,6,5
5/18/2016,EK,40,FR,FH,50,0,O,1,10,5,4
5/18/2016,EK,215,FR,FL,NA,NA,NA,NA,NA,NA,NA
5/18/2016,EK,55,FR,GB,70,0,R,1,24,NA,3
5/18/2016,EK,55,FR,GB,15,10,R,1,15,NA,3
5/18/2016,EK,55,FR,GB,17,0,R,1,14,NA,3
5/18/2016,EK,214,FR,GB,NA,NA,NA,NA,NA,NA,NA
5/19/2016,EK,210,FR,FL,22,0,O,1,19,8,5
5/19/2016,EK,210,FR,FL,22,0,R,1,16,NA,4
5/19/2016,EK,202,FR,FH,65,0,A,2,65,6,5
5/19/2016,EK,202,FR,FH,43,0,O,1,43,4,5
5/19/2016,EK,202,FR,FH,12,0,R,1,12,NA,3
6/11/2016,SN,400,FR,FU,NA,NA,NA,NA,NA,NA,NA
6/11/2016,SN,404,FR,GU,NA,NA,NA,NA,NA,NA,NA
6/11/2016,SN,407,FR,GU,NA,NA,NA,NA,NA,NA,NA
6/13/2016,SN,410,FR,FU,24,0,R,1,24,NA,4
6/13/2016,SN,410,FR,FU,11,0,R,1,11,NA,4
6/13/2016,SN,410,FR,FU,70,0,R,1,15,NA,3
6/13/2016,SN,410,FR,FU,25,0,R,1,14,NA,4
6/14/2016,SN,409,FR,FH,11,0,S,1,10,5,4
6/14/2016,SN,409,FR,FH,19,0,S,1,18,4,5
6/14/2016,SN,409,FR,FH,58,0,R,1,28,NA,3
6/14/2016,SN,413,FR,FM,20,0,R,1,20,NA,4
6/14/2016,SN,413,FR,FM,43,0,A,2,46,12,3
6/14/2016,SN,413,FR,FM,14,0,S,1,13,4,4
6/14/2016,SN,413,FR,FM,31,0,R,1,28,NA,3
6/14/2016,SN,413,FR,FM,35,0,R,1,23,NA,2
6/14/2016,SN,412,FR,FL,50,0,R,1,50,NA,3
6/14/2016,SN,411,FR,FH,20,0,S,1,20,2,5
6/14/2016,SN,411,FR,FH,18,0,A,2,12,4,5
6/14/2016,SN,411,FR,FH,150,0,S,1,19,10,5
6/14/2016,SN,411,FR,FH,13,0,S,1,12,3,4
6/14/2016,SN,411,FR,FH,14,0,R,1,13,NA,4
6/14/2016,SN,408,FR,FH,35,0,S,1,27,4,4
6/14/2016,SN,408,FR,FH,25,0,S,1,18,4,5
6/14/2016,SN,408,FR,FH,740,0,R,1,15,NA,3
6/14/2016,SN,408,FR,FH,20,0,R,1,12,NA,3
6/14/2016,SN,408,FR,FH,12,0,R,1,10,NA,3
6/14/2016,SN,408,FR,FH,15,0,S,1,15,3,4
6/14/2016,SN,408,FR,FH,50,0,R,1,20,NA,4
6/14/2016,SN,420,FR,GB,NA,NA,NA,NA,NA,NA,NA
6/14/2016,SN,416,FR,GB,NA,NA,NA,NA,NA,NA,NA
6/15/2016,SN,217,FR,FH,11,0,S,1,10,5,5
6/15/2016,SN,217,FR,FH,18,0,R,1,18,NA,4
6/15/2016,SN,217,FR,FH,115,0,A,2,25,7,4
6/15/2016,SN,217,FR,FH,48,0,S,1,10,5,4
6/15/2016,SN,217,FR,FH,67,0,A,4,67,20,4
6/15/2016,EK,415,FR,GB,NA,NA,NA,NA,NA,NA,NA
6/2016/2016,SN,419,FR,FM,42,0,S,1,33,3,5
6/2016/2016,SN,419,FR,FM,17,0,S,1,13,5,5
6/2016/2016,SN,419,FR,FM,56,0,R,1,28,NA,4
6/2016/2016,SN,419,FR,FM,21,0,S,1,17,6,4
6/2016/2016,SN,419,FR,FM,26,0,S,1,25,7,5
6/2016/2016,SN,419,FR,FM,30,0,S,1,30,5,5
6/2016/2016,SN,419,FR,FM,15,0,S,1,14,10,4
6/2016/2016,SN,419,FR,FM,30,0,O,1,25,2,5
6/2016/2016,SN,419,FR,FM,12,0,S,1,10,3,5
6/2016/2016,SN,417R,FR,FL,18,0,S,1,13,3,5
6/2016/2016,SN,418,FR,FM,21,0,R,1,13,NA,4
6/2016/2016,SN,418,FR,FM,30,0,S,1,18,4,5
6/2016/2016,SN,219,FR,FL,30,0,O,1,25,2,5
6/2016/2016,SN,421,FR,GB,NA,NA,NA,NA,NA,NA,NA
6/17/2016,SN,422,FR,FL,10,0,O,1,10,3,5
6/17/2016,SN,422,FR,FL,25,0,R,1,25,NA,3
6/17/2016,SN,422,FR,FL,30,0,R,1,22,NA,4
6/17/2016,SN,422,FR,FL,16,0,R,1,11,NA,3
6/17/2016,SN,422,FR,FL,12,0,R,1,11,NA,3
6/17/2016,SN,414,FR,FM,10,0,R,1,10,NA,3
6/17/2016,SN,414,FR,FM,48,0,R,1,33,NA,3
5/19/2016,EK,202,FR,FH,11,0,R,1,11,NA,3
5/19/2016,EK,202,FR,FH,11,0,S,1,11,5,4
5/19/2016,EK,202,FR,FH,24,0,R,1,24,NA,3
5/19/2016,EK,202,FR,FH,18,0,O,1,15,9,4
5/19/2016,EK,202,FR,FH,37,0,S,1,35,5,5
5/19/2016,EK,207,FR,FL,55,0,O,1,27,3,5
5/19/2016,EK,207,FR,FL,80,0,O,1,33,4,5
5/19/2016,EK,207,FR,FL,37,0,A,3,28,13,3
5/19/2016,EK,207,FR,FL,30,70,R,1,28,NA,3
5/19/2016,EK,63,FR,FM,15,0,O,1,12,4,5
5/19/2016,EK,63,FR,FM,50,0,R,1,30,NA,4
5/19/2016,EK,63,FR,FM,80,0,A,2,80,6,5
5/19/2016,EK,38,FR,FH,25,0,S,1,23,7,4
5/19/2016,EK,38,FR,FH,23,0,S,1,13,4,5
5/19/2016,EK,38,FR,FH,15,0,R,1,10,NA,3
5/19/2016,EK,38,FR,FH,70,0,O,1,13,7,5
5/19/2016,EK,43,FR,FL,35,0,R,1,25,NA,2
5/19/2016,EK,43,FR,FL,37,0,R,1,35,NA,1
5/19/2016,EK,43,FR,FL,50,0,R,1,32,NA,1
5/19/2016,EK,43,FR,FL,60,0,R,1,30,NA,1
5/19/2016,SN,200,FR,FH,30,0,S,1,26,10,4
5/19/2016,SN,200,FR,FH,40,40,R,1,33,NA,3
5/19/2016,SN,200,FR,FH,40,0,S,1,32,6,5
5/19/2016,SN,200,FR,FH,76,0,A,2,30,15,3
5/19/2016,SN,200,FR,FH,30,0,S,1,30,8,5
5/19/2016,EK,65,FR,FM,30,0,A,2,23,4,5
5/19/2016,EK,65,FR,FM,30,0,R,1,26,NA,3
5/19/2016,EK,65,FR,FM,50,0,S,1,14,5,4
5/19/2016,EK,65,FR,FM,95,0,S,1,25,5,5
5/19/2016,SN,65,FR,FM,19,0,O,1,19,3,5
5/19/2016,SN,65,FR,FM,11,0,S,1,10,4,5
5/19/2016,EK,42,FR,FH,60,0,O,1,50,13,4
5/19/2016,EK,42,FR,FH,10,0,R,1,10,NA,3
5/19/2016,EK,42,FR,FH,160,0,A,3,160,15,5
5/19/2016,EK,42,FR,FH,55,0,S,1,45,10,4
5/19/2016,EK,42,FR,FH,21,0,R,1,15,NA,3
5/19/2016,EK,42,FR,FH,12,0,R,1,10,NA,4
5/19/2016,EK,42,FR,FH,15,0,O,1,11,5,5
5/20/2016,EK,201,FR,FH,30,0,O,1,30,4,5
5/20/2016,EK,201,FR,FH,14,0,R,1,14,NA,3
5/20/2016,EK,201,FR,FH,12,0,R,1,10,NA,3
5/20/2016,EK,201,FR,FH,23,0,S,1,35,12,4
5/20/2016,EK,201,FR,FH,30,0,S,1,22,3,5
5/20/2016,SN,204,FR,FM,55,0,S,1,50,3,5
5/20/2016,SN,204,FR,FM,80,0,R,1,37,NA,3
5/20/2016,EK,57,FR,GB,NA,NA,NA,NA,NA,NA,NA
5/20/2016,EN,301,FR,FU,80,0,R,1,27,NA,2
5/20/2016,EN,300,FR,FU,21,0,R,1,12,NA,2
5/20/2016,EN,300,FR,FU,14,0,R,1,11,NA,3
5/20/2016,EN,302,FR,FU,80,0,R,1,48,NA,3
5/23/2016,EK,305,FR,GU,NA,NA,NA,NA,NA,NA,NA
5/23/2016,EK,304,FR,GU,NA,NA,NA,NA,NA,NA,NA
5/23/2016,EK,306,FR,GU,NA,NA,NA,NA,NA,NA,NA
6/8/2016,SN,402,FR,FU,NA,NA,NA,NA,NA,NA,NA
6/8/2016,SN,406,FR,GU,NA,NA,NA,NA,NA,NA,NA
6/8/2016,SN,307,FR,GU,NA,NA,NA,NA,NA,NA,NA
6/8/2016,SN,424,FR,GU,NA,NA,NA,NA,NA,NA,NA
6/8/2016,SN,405,FR,GU,NA,NA,NA,NA,NA,NA,NA
6/9/2016,SN,401,FR,FU,NA,NA,NA,NA,NA,NA,NA
6/9/2016,SN,303,FR,FU,22,0,R,1,16,NA,1
6/9/2016,SN,403,FR,FM,NA,NA,NA,NA,NA,NA,NA
6/17/2016,SN,216,FR,FM,24,0,R,1,18,NA,4
6/17/2016,SN,216,FR,FM,13,0,R,1,12,NA,4
6/17/2016,SN,216,FR,FM,35,0,S,1,16,2,5
6/17/2016,SN,423,FR,FL,NA,NA,NA,NA,NA,NA,NA
6/17/2016,SN,218,FR,GB,NA,NA,NA,NA,NA,NA,NA
